symbol,last,bid,ask,volume,change_24h,source,timestamp
BTC-EUR,101378.546875,101277.168328125,101479.92542187498,0.0,0.0,yahoo_fallback,2025-08-10T08:03:09.993238
ETH-EUR,3620.68408203125,3617.0633979492186,3624.304766113281,0.0,0.0,yahoo_fallback,2025-08-10T08:03:09.993249
DOGE-EUR,0.20429813861846924,0.20409384047985077,0.20450243675708768,0.0,0.0,yahoo_fallback,2025-08-10T08:03:09.993255
SOL-EUR,156.29527282714844,156.1389775543213,156.45156809997556,0.0,0.0,yahoo_fallback,2025-08-10T08:03:09.993259
LINK-EUR,18.80333709716797,18.7845337600708,18.822140434265133,0.0,0.0,yahoo_fallback,2025-08-10T08:03:09.993263
XRP-EUR,2.795823812484741,2.7930279886722564,2.7986196362972255,0.0,0.0,yahoo_fallback,2025-08-10T08:03:09.993268
